Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
BBR_link,"0,00541850075598596","2,29326240222538E-06","0,0309518443700525",0,0,0,"0,141887811628561","2,29127825525639E-05","2,91452405646396E-09","1,15750416430942E-09","2,01803636492224E-05","8,90702178377633E-10","8,49222645493378E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BBR_link.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BBR_link.STL,,Extremidad_BR-1/DS3235-2;Extremidad_BR-1/DS3235-1;Extremidad_BR-1/Tornillo_boton_3x12-22;Extremidad_BR-1/Tornillo_boton_3x12-20;Extremidad_BR-1/Tornillo_boton_3x12-18;Extremidad_BR-1/Tornillo_boton_3x12-24;Extremidad_BR-1/Holder_ball_bearing_side_right-1;Extremidad_BR-1/Ruleman_4x10x4-1;Extremidad_BR-1/Varilla_4mm-1;Extremidad_BR-1/Holder_servo_side_right-1;Extremidad_BR-1/Tornillo_boton_3x12-11;Extremidad_BR-1/Tornillo_boton_3x12-12;Extremidad_BR-1/Tornillo_boton_3x12-14;Extremidad_BR-1/Tornillo_boton_3x12-16;Extremidad_BR-1/Double_horn-1,Coord_Body_BR,Eje_Body_Right,BBR_joint,continuous,"-0,095","-0,05275","0,0032","1,5708",0,"-1,5708",chasis_base_link,0,0,-1,,,,,,,,,,,,
BR_servo_femur_link,"-0,0356958803544582","-0,0328794701030622","0,00339753630603652",0,0,0,"0,0247837122843707","9,06120508828957E-06","-8,71982816615834E-06","2,07483926484094E-07","1,0494255288194E-05","1,90691276655185E-07","1,86867780400382E-05",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_servo_femur_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_servo_femur_link.STL,,Extremidad_BR-1/Circular_horn-1;Extremidad_BR-1/Tornillo_parker_sin_arandela-1;Extremidad_BR-1/Tornillo_parker_sin_arandela-2;Extremidad_BR-1/Femur_Right-1;Extremidad_BR-1/Tornillo_boton_3x15-1;Extremidad_BR-1/Tornillo_fresado_4x12-2;Extremidad_BR-1/Ruleman_4x10x4-2;Extremidad_BR-1/Tornillo_fresado_4x12-1;Extremidad_BR-1/Ruleman_4x10x4-3;Extremidad_BR-1/Tornillo_parker_sin_arandela-4;Extremidad_BR-1/Tornillo_parker_sin_arandela-6,Coord_Servo_Femur_BR,Eje_Servo_Femur_Back,BR_servo_femur_joint,continuous,"0,0351250000000008","0,0102651899999974","0,040050000000004",0,"1,5707963267949",0,BBR_link,0,0,1,,,,,,,,,,,,
BR_tibia_link,"0,0405520541126877","-0,0407007292848937","-0,000528864515556449",0,0,0,"0,0250390742888331","1,13634074516027E-05","1,31970172291793E-05","-2,02666470710004E-07","1,80542873440304E-05","2,00304487560462E-07","2,86227750231343E-05",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_tibia_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_tibia_link.STL,,Extremidad_BR-1/Tibia_right-1/Tibia_right_2-1;Extremidad_BR-1/Tibia_right-1/Tibia_right_1-1;Extremidad_BR-1/Paw-1;Extremidad_BR-1/Tornillo_boton_3x12-2;Extremidad_BR-1/Tornillo_boton_3x12-1;Extremidad_BR-1/Rotula_100mm-1/Rotula_Int-2;Extremidad_BR-1/Tornillo_boton_3x12-4,Coord_Femur_Tibia_BR,Eje_Femur_Tibia_Back,BR_tibia_joint,continuous,"-0,0735503585991109","-0,0677520829933826","0,00487499999999985",0,0,0,BR_servo_femur_link,0,0,-1,,,,,,,,,,,,
BR_rotula_grande_tibia_link,"0,0367751792995605","0,0338760414966955","5,96744875736022E-16",0,0,0,"0,00640000115681684","3,34702745902892E-06","-3,52446525564329E-06","-8,73366153358431E-21","3,92650193045038E-06","-8,85379142404788E-21","7,22244070550721E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_grande_tibia_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_grande_tibia_link.STL,,Extremidad_BR-1/Rotula_100mm-1/Rotula_Ext-1,Coord_Rot_Grande_Tibia_BR,Eje_Rot_Grande_Tibia_Back,BR_rotula_grande_tibia_joint,continuous,"-0,0190918830920373","0,0190918830920362","-0,00425000000000043",0,0,0,BR_tibia_link,0,0,1,,,,,,,,,,,,
BR_rotula_grande_shoulder_link,"0,149517390252438","-0,0381209242863553","-0,0890367783213924",0,0,0,"2,1356447427504","0,00858180106982782","-0,000417340448900783","7,14287658572596E-07","0,0299344558473485","5,51944049327679E-06","0,0256522236187835",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_grande_shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_grande_shoulder_link.STL,,,Coord_Rot_Grande_Shoulder_BR,Eje_Rot_Grande_Shoulder_Back,BR_rotula_grande_shoulder_joint,continuous,"0,0735503585991108","0,0677520829933826",0,0,0,0,BR_rotula_grande_tibia_link,0,0,1,,,,,,,,,,,,
BR_servo_tibia_link,"0,00849117843680008","0,00877671062953306","0,00540992687440915",0,0,0,"0,00485075807463997","2,4153357853426E-07","-1,63730545099834E-07","-4,59064141261475E-09","2,24720173099583E-07","-4,71346938960453E-09","4,15966063305773E-07",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_servo_tibia_link.STL,"0,898039215686275","0,917647058823529","0,929411764705882",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_servo_tibia_link.STL,,Extremidad_BR-1/25T_horn-1;Extremidad_BR-1/Rotula_28.28mm-1/Rotula_Int-1;Extremidad_BR-1/Tornillo_boton_3x12-10,Coord_Servo_Tibia_BR,Eje_Servo_Tibia_Back,BR_servo_tibia_joint,continuous,"0,0237499999999999","-0,0102651899999999","0,0200499999999995",0,"1,5707963267949",0,BBR_link,0,0,1,,,,,,,,,,,,
BR_rotula_chica_servo_link,"-0,00986392737646431","0,0101312653065562","6,93889390390723E-17",0,0,0,"0,0030699989722557","2,88497209092338E-07","2,16972305713532E-07","2,22037888589678E-21","2,7689135986207E-07","-2,37549080909706E-21","5,40970921862158E-07",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_chica_servo_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_chica_servo_link.STL,,Extremidad_BR-1/Rotula_28.28mm-1/Rotula_Ext_corta-1,Coord_Rot_Chica_Servo_BR,Eje_Rot_Chica_Servo_Back,BR_rotula_chica_servo_joint,continuous,"0,0166984175014064","0,0172384121353648","0,0106000000000001",0,0,0,BR_servo_tibia_link,0,0,1,,,,,,,,,,,,
BR_rotula_chica_shoulder_link,"0,11345494441192","-0,0359996039427985","-0,0876367783213922",0,0,0,"2,1356447427504","0,00858180106982782","-0,000417340448900781","7,14287658573455E-07","0,0299344558473485","5,51944049327663E-06","0,0256522236187835",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_chica_shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_rotula_chica_shoulder_link.STL,,,Coord_Rot_Chica_Shoulder_BR,Eje_Rot_Chica_Shoulder_Back,BR_rotula_chica_shoulder_joint,continuous,"-0,0197278547529299","0,020262530613112",0,0,0,0,BR_rotula_chica_servo_link,0,0,1,,,,,,,,,,,,
BR_shoulder_link,"-0,00105643969596159","0,0125068904118689","-0,00604423410697069",0,0,0,"0,00658542197753009","5,78050517171652E-07","5,76756091228186E-08","1,84636616987703E-09","5,88796571118713E-07","-9,29194333326346E-09","1,08229127546329E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_shoulder_link.STL,"0,752941176470588",0,0,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BR_shoulder_link.STL,,Extremidad_BR-1/Shoulder_Right-1;Extremidad_BR-1/Tornillo_boton_3x12-6;Extremidad_BR-1/Rotula_100mm-1/Rotula_Int-1;Extremidad_BR-1/Tornillo_boton_3x12-8;Extremidad_BR-1/Rotula_28.28mm-1/Rotula_Int-2,Coord_Servo_Femur_BR,Eje_Servo_Femur_Back,BR_shoulder_joint,continuous,"0,0351250000000008","0,0102651899999974","0,040050000000004",0,"1,5707963267949",0,BBR_link,0,0,1,,,,,,,,,,,,
BFL_link,"0,00541850066107416","-2,29326236156346E-06","0,0309518439669959",0,0,0,"0,141887814113881","2,29127860370237E-05","-2,91399244590882E-09","1,1575051996695E-09","2,0180363219036E-05","-3,99898195318268E-10","8,49222961061626E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BFL_link.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BFL_link.STL,,Extremidad_FL-1/DS3235-1;Extremidad_FL-1/Holder_ball_bearing_side_left-4;Extremidad_FL-1/Tornillo_boton_3x12-13;Extremidad_FL-1/Tornillo_boton_3x12-14;Extremidad_FL-1/DS3235-2;Extremidad_FL-1/Tornillo_boton_3x12-16;Extremidad_FL-1/Tornillo_boton_3x12-18;Extremidad_FL-1/Varilla_4mm-1;Extremidad_FL-1/Ruleman_4x10x4-3;Extremidad_FL-1/Holder_servo_side_left-2;Extremidad_FL-1/Double_horn-2;Extremidad_FL-1/Tornillo_boton_3x12-20;Extremidad_FL-1/Tornillo_boton_3x12-22;Extremidad_FL-1/Tornillo_boton_3x12-24;Extremidad_FL-1/Tornillo_boton_3x12-26,Coord_Body_FL,Eje_Body_Left,BFL_joint,continuous,"0,095","0,05275","0,0032","1,5708",0,"1,5708",chasis_base_link,0,0,1,,,,,,,,,,,,
FL_servo_femur_link,"0,0357176608508485","-0,0328995492530885","0,00339754715412675",0,0,0,"0,0247837500610103","9,05671357602719E-06","8,71499796679949E-06","-2,11523839289626E-07","1,04890668717371E-05","1,94414740370758E-07","1,86770950089772E-05",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_servo_femur_link.STL,"0,529411764705882","0,549019607843137","0,549019607843137",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_servo_femur_link.STL,,Extremidad_FL-1/Tornillo_boton_3x15-1;Extremidad_FL-1/Femur_Left-1;Extremidad_FL-1/Tornillo_fresado_4x12-2;Extremidad_FL-1/Ruleman_4x10x4-1;Extremidad_FL-1/Tornillo_fresado_4x12-1;Extremidad_FL-1/Ruleman_4x10x4-2;Extremidad_FL-1/Circular_horn-1;Extremidad_FL-1/Tornillo_parker_sin_arandela-1;Extremidad_FL-1/Tornillo_parker_sin_arandela-2;Extremidad_FL-1/Tornillo_parker_sin_arandela-4;Extremidad_FL-1/Tornillo_parker_sin_arandela-6,Coord_Servo_Femur_FL,Eje_Servo_Femur_Front,FL_servo_femur_joint,continuous,"0,0351249999999961","0,0102651900000007","0,0200499999999999",0,"1,5707963267949",0,BFL_link,0,0,-1,,,,,,,,,,,,
FL_tibia_link,"-0,0405520499951706","-0,0407007678930927","-0,000528930243780895",0,0,0,"0,0250390690565358","1,13634377420611E-05","-1,31970361172338E-05","2,02631681826793E-07","1,80542525209951E-05","2,00375112861309E-07","2,86227705318799E-05",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_tibia_link.STL,"0,243137254901961","0,243137254901961","0,243137254901961",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_tibia_link.STL,,Extremidad_FL-1/Paw-1;Extremidad_FL-1/Tornillo_boton_3x12-2;Extremidad_FL-1/Tibia_Left-1/Tibia_left_2-1;Extremidad_FL-1/Tibia_Left-1/Tibia_left_1-1;Extremidad_FL-1/Tornillo_boton_3x12-1;Extremidad_FL-1/Tornillo_boton_3x12-6;Extremidad_FL-1/Rotula_100mm-1/Rotula_Int-2,Coord_Femur_Tibia_FL,Eje_Femur_Tibia_Front,FL_tibia_joint,continuous,"0,0735503585991107","-0,0677520829933828","0,00487499999999974",0,0,0,FL_servo_femur_link,0,0,1,,,,,,,,,,,,
FL_rotula_grande_tibia_link,"-0,0367751792995554","0,0338760414966914","5,55111512312578E-17",0,0,0,"0,00640000115681684","3,34702745902909E-06","3,52446525564331E-06","4,52019769169951E-21","3,92650193045022E-06","-4,1054161993852E-21","7,22244070550722E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_grande_tibia_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_grande_tibia_link.STL,,Extremidad_FL-1/Rotula_100mm-1/Rotula_Ext-1,Coord_Rot_Grande_Tibia_FL,Eje_Rot_Grande_Tibia_Front,FL_rotula_grande_tibia_joint,continuous,"0,0190918830920366","0,019091883092037","-0,00425000000000121",0,0,0,FL_tibia_link,0,0,1,,,,,,,,,,,,
FL_rotula_grande_shoulder_link,"0,100582609747567","-0,03812092428636","-0,0879632216786049",0,0,0,"2,1356447427504","0,00858180106982782","0,000417340448900772","7,14287658450418E-07","0,0299344558473485","-5,51944049327045E-06","0,0256522236187835",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_grande_shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_grande_shoulder_link.STL,,,Coord_Rot_Grande_Shoulder_FL,Eje_Rot_Grande_Shoulder_Front,FL_rotula_grande_shoulder_joint,continuous,"-0,0735503585991107","0,0677520829933827",0,0,0,0,FL_rotula_grande_tibia_link,0,0,-1,,,,,,,,,,,,
FL_servo_tibia_link,"-0,00850211859503069","0,00876611546604519","0,00540992767101264",0,0,0,"0,00485075622544203","2,35150220754916E-07","1,6393375491565E-07","4,56502506272084E-09","2,3110351434428E-07","-4,73827330456777E-09","4,15966046962212E-07",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_servo_tibia_link.STL,"0,898039215686275","0,917647058823529","0,929411764705882",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_servo_tibia_link.STL,,Extremidad_FL-1/25T_horn-1;Extremidad_FL-1/Tornillo_boton_3x12-12;Extremidad_FL-1/Rotula_28.28mm-1/Rotula_Int-2,Coord_Servo_Tibia_FL,Eje_Femur_Tibia_Front,FL_servo_tibia_joint,continuous,"0,023749999999999","-0,0102651899999995","0,04005",0,"1,5707963267949",0,BFL_link,0,0,1,,,,,,,,,,,,
FL_rotula_chica_servo_link,"0,00986392737646258","0,010131265306561","-1,38777878078145E-17",0,0,0,"0,0030699989722557","2,88497209092356E-07","-2,16972305713532E-07","2,04149940290167E-22","2,76891359862053E-07","2,17283106300372E-22","5,40970921862159E-07",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_chica_servo_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_chica_servo_link.STL,,Extremidad_FL-1/Rotula_28.28mm-1/Rotula_Ext_corta-1,Coord_Rot_Chica_Servo_FL,Eje_Rot_Chica_Servo_Front,FL_rotula_chica_servo_joint,continuous,"-0,0166984175014062","0,017238412135364","0,0105999999999971",0,0,0,FL_servo_tibia_link,0,0,-1,,,,,,,,,,,,
